0.0,-37.218792,-5.84987E-7
0.033333335,13.769376,6.937665
0.06666667,5.715589,3.7020072E-7
0.1,-0.86539507,9.1502443E-7
0.13333334,-0.91501594,2.0954758E-8
0.16666667,1.0101235,-4.749745E-7
0.2,2.018212,2.090237E-6
0.23333333,1.7515254,3.169407E-7
0.26666668,1.1188424,-2.0954758E-8
0.30000004,-0.05960226,1.1424709E-6
0.3333334,-1.2582171,5.797483E-7
0.36666676,-2.7764332,4.2111424E-7
0.40000013,-3.0851376,-2.5407644E-7
0.4333335,-1.7004186,2.4971087E-7
0.46666685,-0.67213476,1.0023359E-6
0.5000002,0.5626917,-8.1723556E-7
0.5333335,0.3776014,-3.0733645E-7
0.5666668,-4.7658243,-4.1328826
0.6000001,2.930714,2.3812916
0.6333334,3.83803,5.0710044
0.6666667,1.8598402,3.6007583
0.7,0.49713492,0.03650844
0.7333333,-0.24903059,-2.4741876
0.7666666,-3.3244193,-6.4143376
0.7999999,-2.396679,-9.34916
0.8333332,0.25452197,-6.495561
0.8666665,-9.499859,10.096172
0.8999998,-1.82903,12.864732
0.9333331,0.69930464,5.9599204
0.9666664,2.2719045,-3.2997036
0.9999997,6.8556976,-5.279789
1.0333331,13.062769,-5.347169
1.0666664,4.4800797,-1.2729332
1.0999997,3.054067,-1.8223554
1.133333,2.047044,-2.8818064
1.1666663,1.3533962,-3.3889441
1.1999996,1.7840981,-3.5324273
1.2333329,0.9588754,-0.53040797
1.2666662,-3.0922186,-8.9232344E-7
1.2999995,-3.6319435,-9.1502443E-7
1.3333328,-3.1197596,6.2864274E-7
1.3666661,-2.1030684,8.312054E-7
1.3999994,-0.65874696,-0.019307874
1.4333327,-1.5002257,-0.017222287
1.466666,3.8809464,0.50001884
1.4999993,1.8869573,6.373514
1.5333326,0.48885226,4.3943624
1.5666659,1.2879109,2.245676
1.5999992,1.8972999,0.53807795
1.6333325,0.44271827,-2.1461697
1.6666658,1.8909931,-3.5862012
1.6999991,2.5977623,-3.4241743
1.7333324,-3.9089835,-8.066767
1.7666657,-0.8445418,-9.513553
1.799999,-9.684767,3.826055
1.8333323,-8.11844,12.662966
1.8666656,1.0656077,7.3123956
1.8999989,4.9400463,-2.3420172
1.9333322,4.7563367,-10.776649
1.9666655,3.9279466,-7.837388
1.9999988,-0.51740706,2.194662
2.033332,-18.748766,27.77916
2.0666654,5.529423,10.280099
2.0999987,4.9841757,1.1271465
2.133332,-0.28753817,-5.673001
2.1666653,-0.41267395,-3.6076677
2.1999986,1.2676013,-1.8697331
2.233332,1.4766669,-1.7808034
2.2666652,1.254049,-2.1355565
2.2999985,2.7387178,-15.006172
2.3333318,3.7388456,-12.832097
2.3666651,-7.0846243,-6.321352E-7
2.3999984,-6.1847124,13.761757
2.4333317,11.387337,0.92072254
2.466665,3.3182251,8.931945
2.4999983,-8.02415,1.1288881
2.5333316,-8.844082,4.695187
2.566665,-2.3838508,3.948741
2.5999982,1.2803338,-2.8436887
2.6333315,0.27376056,-10.485463
2.6666648,0.7487449,-12.450355
2.6999981,5.2221055,-10.328186
2.7333314,2.8149943,-7.9256163
2.7666647,-2.9122496,-2.737745
2.799998,3.5933537,49.02966
2.8333313,1.2016922,3.9443135
2.8666646,-3.598795,1.8379917
2.899998,-1.7699486,-3.878653
2.9333313,-10.621206,-3.071385
2.9666646,-3.296241,3.3371024
2.9999979,-2.4055471,4.03412
3.0333312,-0.39458156,1.4808673
3.0666645,0.35647318,-2.7765262
3.0999978,3.8120046,-3.7388527
3.133331,6.964166,-2.8985324
3.1666644,7.8497047,-2.2744904
3.1999977,3.9657407,3.973301
3.233331,2.1702952,-1.1094135
3.2666643,-1.712712,-4.128733
3.2999976,1.3893968,-0.74202687
3.3333309,3.8275266,-0.43307483
3.3666642,0.7875788,-2.59698
3.3999975,-6.007658,-2.7160447
3.4333308,-5.041935,-1.0125513
3.466664,2.6823351,-0.10558348
3.4999974,3.0130057,-0.7488254
3.5333307,1.2797856,-4.871981E-7
3.566664,0.3458798,-2.339948E-7
3.5999973,1.4414299,3.867899E-7
3.6333306,-0.90888083,3.213063E-7
3.666664,-2.2594552,-1.4179386E-6
3.6999972,1.7952633,-1.1804514E-6
3.7333305,3.2052433,-4.4703484E-7
3.7666638,1.5333366,-5.5879354E-8
3.799997,-6.357951,2.3748726E-7
3.8333304,-3.2288907,3.876142
3.8666637,3.5334616,8.883541
3.899997,1.6639423,6.7942715
3.9333303,-1.6664064,-1.6799712
3.9666636,-3.4272318,-9.288327
3.999997,-2.966634,-13.126292
4.0333304,4.4190073,-7.7230186
4.066664,5.286736,-1.8233478
4.099998,0.36659718,7.1834903
4.133332,-1.6629195,10.377961
4.1666656,-10.010326,10.034406
4.1999993,-1.344767,0.9959185
4.233333,-0.5797176,-3.4732711
4.266667,2.267496,-4.4811435
4.3000007,5.036138,-4.1950126
4.3333344,6.6374607,-4.8690486
4.366668,7.1656985,-4.9077845
4.400002,5.1811657,-2.2473478
4.433336,5.6020527,6.225239
4.4666696,6.626578,1.1081314
4.5000033,-0.30234575,-6.1165094
4.533337,-1.5132165,-4.397243
4.566671,-0.32617092,-3.2779262
4.6000047,3.3591843,-3.099068
4.6333385,-1.5788126,5.2386895E-7
4.666672,-6.350566,-9.4471034E-7
4.700006,-4.1022043,-1.0128133E-7
4.73334,-1.2715306,-5.867332E-7
4.7666736,-0.6721911,7.264316E-7
4.8000073,0.9431568,-2.933666E-7
4.833341,6.776535,-1.6676495E-7
4.866675,2.4884677,7.019844E-7
4.9000087,3.7198877,-2.7241185E-7
4.9333425,0.49203515,-3.4226105E-7
4.966676,0.09311199,2.7939677E-8
5.00001,-3.7317395,3.8410392
5.033344,-5.347545,5.8924136
5.0666776,-2.9791422,1.3927138
5.1000113,0.061907172,-4.9973702
5.133345,2.4705327,-6.476337
5.166679,2.3046434,-4.232875
5.2000127,-0.08966625,0.114209354
5.2333465,-9.270027,8.792746
5.2666802,-4.3078504,9.580619
5.300014,4.088366,2.119358
5.333348,2.786829,-4.5167646
5.3666816,3.7646234,-6.6431327
5.4000154,6.3222294,-5.8920226
5.433349,6.4698815,-4.6779075
5.466683,-33.079704,34.453598
5.5000167,6.8162727,4.2839403
5.5333505,2.2378726,-3.776259
5.5666842,-1.5866286,-4.9495463
5.600018,2.957992,-2.1192098
5.633352,-0.4921639,-3.0563776
5.6666856,3.4835672,-2.045801
5.7000194,-0.27151108,-3.3702236E-7
5.733353,-6.256537,-5.7625584E-7
5.766687,-3.2094026,-1.4930265E-6
5.8000207,-2.5640461,-8.381903E-8
5.8333545,-1.941361,8.940697E-7
5.8666883,7.409586,2.7939677E-8
5.900022,7.6977825,-5.5879354E-8
5.933356,-1.4503205,5.029142E-7
5.9666896,1.9827282,5.387119E-7
6.0000234,-1.1067402,-4.0512532E-7
6.033357,-5.2705803,1.1732743
6.066691,-3.3475165,6.25245
6.1000247,-0.6262475,4.305287
6.1333585,-0.7660997,-2.0064192
6.1666923,-1.0133064,-6.7088957
6.200026,1.2100571,-9.337986
6.23336,1.8903279,-1.3837177
6.2666936,2.1721263,5.1675396
6.3000274,-9.024998,9.712559
6.333361,-5.1003714,7.0261054
6.366695,4.3106565,-1.4333975
6.4000287,4.359362,-5.4911633
6.4333625,4.7344403,-6.491134
6.4666963,5.0162745,-5.097895
6.50003,4.0777283,4.6736994
6.533364,2.6443684,-0.43241858
6.5666976,-3.0327702,6.1392727
6.6000314,1.8510729,-1.8770474
